ID,NOME AUTORE,URL ULAN O ID AUTORE NON ULAN,RIF. AUTORE,AMBITO CULTURALE,MOTIVAZIONE ATTRIBUZIONE,ALTRE ATTRIBUZIONI: NOME,ALTRE ATTRIBUZIONI: URL ULAN O ID NON ULAN,ALTRE ATTRIBUZIONI: RIF. AUTORE,ALTRE ATTRIBUZIONI: AMBITO CULTURALE,ALTRE ATTRIBUZIONI: MOTIVAZIONE ATTRIBUZIONE,OGGETTO DEFINIZIONE,OGGETTO IDENTIFICAZIONE,OGGETTO CATEGORIA,SOGGETTO,DENOMINAZIONE TRADIZIONALE,TECNICA,LAVORAZIONE,DESCRIZIONE,MISURE,LOCALIZZAZIONE PROVINCIA,LOCALIZZAZIONE COMUNE,URL GEONAMES,LUOGO CONTENITORE,LOCALIZZAZIONE SPECIFICA,LOCALIZZAZIONI PRECEDENTI: TIPO,LOCALIZZAZIONI PRECEDENTI: PROVINCIA,LOCALIZZAZIONI PRECEDENTI: COMUNE,LOCALIZZAZIONI PRECEDENTI: URL GEONAMES,LOCALIZZAZIONI PRECEDENTI: CONTENITORE,LOCALIZZAZIONI PRECEDENTI: SPECIFICA,LOCALIZZAZIONI PRECEDENTI: CRONOLOGIA,COMMISSIONE,DATAZIONE DA,DATAZIONE A,NOTIZIE STORICO CRITICHE,STATO DI CONSERVAZIONE,RESTAURI,OGGETTI IN RELAZIONE,BIBLIOGRAFIA
49,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,Angelo annunciante,,terracotta modellata,policroma,La terracotta costituisce un peduccio angolare ornato da elementi fitomorfi con al centro un Angelo annunciante ritratto a mezza figura con le mani giunte in preghiera,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
50,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,Maria Vergine Annunciata,,terracotta modellata,policroma,La terracotta costituisce un peduccio angolare ornato da elementi fitomorfi con al centro una Vergine annunciata a mezza figura con le mani poggiate sul petto che trattengono un cartiglio,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
51,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,Profeta,,terracotta modellata,policroma,La terracotta costituisce un peduccio angolare ornato da elementi fitomorfi con al centro Profeta barbuto a mezza figura,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
52,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,Profeta,,terracotta modellata,policroma,La terracotta costituisce un peduccio angolare ornato da elementi fitomorfi con al centro Profeta barbuto a mezza figura che trattiene un cartiglio,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
53,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,San Matteo,,terracotta modellata,policroma,La terracotta costituisce un peduccio ornato da elementi fitomorfi con al centro l'evangelista Matteo barbuto a mezza figura che trattiene un cartiglio,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
54,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,San Giovanni evangelista,,terracotta modellata,policroma,La terracotta costituisce un peduccio ornato da elementi fitomorfi con al centro l'evangelista Giovanni barbuto a mezza figura che trattiene un cartiglio,cm 37x26x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
55,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M8),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),formella architettonica,elemento d’insieme,rilievo,San Marco,,terracotta modellata,policroma,La terracotta costituisce un peduccio ornato da elementi fitomorfi con al centro l'evangelista Marco a mezza figura che trattiene un cartiglio,cm 37x13x31,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa di Sant'Angelo,,,,1450,1460,"Alfredo Puerari ha riferito questo peduccio, proveniente dalla demolita chiesa di Sant'Angelo a Cremona, a Giovanni da Roma. Come però ha osservato Joanne Gitlin Bernstein il rilievo si confronta perfettamente con i rilievi dei chiostri della Certosa dei Pavia ascrivibili a Rinaldo de Staulis.",La terracotta ha perduto quasi totalmente la policromia,,Peduccio di Rinaldo de Staulis proveniente dalla chiesa di Sant'Angelo a Cremona,"M4, 29-30; M8, 103-106"
56,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Firma,,,,,,formella architettonica,serie,rilievo,Testa di angelo,,terracotta a stampo,,La terracotta mostra due tralci di fogliame disposti in forma ovoidale che ospitano al centro una testa giovanile con un'acconciatura voluminosa,cm 29x24,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1450,1470,"Al Museo Civico Ala Ponzone si conserva una porzione della matrice dello stampo di questa tipologia di terracotta architettonica seriale che reca il negativo dell'iscrizione ""DE RAYNALDUS STAULIS"". La cornice vegetale poteva ospitare almeno due diverse tipologie di teste come dimostrano i quattro esemplari conservati a Cremona: 1)	Cremona, Museo Civico Ala Ponzone, inv. G.2, n. 591, cm 19x22,5 (matrice della metà superiore con iscrizione e fori per fissare la testa)
2)	Cremona, Museo Civico Ala Ponzone, cm 27x24 (testa frammentaria con caschetto)
3)	Cremona, Museo Civico Ala Ponzone, cm 29x23,5 (ghirlanda vegetale priva della testa)
4)	Cremona, Museo Civico Ala Ponzone, cm 27x24 (ghirlanda vegetale priva della testa)
5)	Cremona, Museo Civico Ala Ponzone, cm 27x24 (ghirlanda vegetale con testa di Angelo con grande fiore sulla fronte)

",,,,"M4, 31"
57,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,rilievo,,rilievo,Cristo risorto,,terracotta modellata,,"La terracotta rappresenta il Redentore benedicente nell'atto di sorgere dal sepolcro presso il quale sono due soldati, uno rappresentato di tergo, l'altro di fronte, accosciati in posa contrapposta",cm 31 x27,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1460,1480,A parere di Alfredo Puerari questa terracotta segna per Rinaldo de Staulis l'abbandono degli arcaismi e insieme la presa di coscienza dei più aggiornati conesti culturali limitrofi,"La terracotta è in stato frammentario, la testa del Cristo e altri dettagli risultano dilavati",,,"M4, 33"
58,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,rilievo,,rilievo,Cristo in pietà,,terracotta modellata,,Il Cristo emerge dal sepolcro con il capo chino e le mani abbassate e incrociate. Fiotti di sangue sgorgano dal costato e dalle stimmate. Elementi decorativi corrono sul bordo del rilievo e su quello del sepolcro,"cm 24,3x18,8",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1450,1480,A parere di Alfredo Puerari il rilievo è da riferire alla bottega di Rinaldo de Staulis,La formalla ha perduto i due angoli superiori e risulta dilavata in più punti,,,"M4, 33"
59,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,rilievo,,rilievo,Monogramma bernardiniano,,terracotta a stampo,,Il grande rilievo circolare reca al centro il monogramma bernardiniano a cui si sovrappone un Crocefisso. Attorno al simbolo delle fiammelle serpeggianti si irradiano verso l'esterno. Nella fascia più esterna corrono dei tralci di vite,cm 95,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1460,1480,"A parere di Alfredo Puerari il rilievo è da riferire alla bottega di Rinaldo de Staulis sebbene il Crocefisso mostri la dipendenza da altri artisti locali del tempo come Giovan Pietro da Rho, Tommaso Amici e Mabila del Mazo",Il rilievo è frammentario,,,"M4, 34-35"
60,Rinaldo de Staulis,3,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),,,,,,formella architettonica,serie,rilievo,Testa di cherubino,,terracotta a stampo,,La formella raffigura la testa di un cherubino tra due ali spiegate che occupano l'intera superficie della composizione,"cm 10,2x20,5",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1460,1470,"Alfredo Puerari ha riferito questo rilievo seriale alla bottega di Rinaldo de Staulis in virtù di confronti con i cherubini che popolano i fregi dei chiostri della Certosa di Pavia. Al Museo Civico Ala Ponzone si conservano sette esemplari di questa tipologia, di cui uno frammentario (privo delle ali)",,,,"M4, 32"
61,Galeotto Pavesi,7,?,"Scuola italiana, scuola emiliana, scuola modenese",,Scultore della prima metà del XV secolo,,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),frammento,,opera a tutto tondo,Testa d'uomo,,terracotta modellata,invetriata,Il frammento raffigura una testa virile ricoperta da un'invetriatura di colore giallino. All'attacco della testa è infisso un bastoncino in legno che permetteva di fissarla,"cm 14,8 x 9,7",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1463,1479,"Alfredo Puerari ha riferito questo frammento a un anonimo scultore cremonese della prima metà del XV secolo. Il pezzo va fatto però forse risalire agli anni sessanta del Quattrocento, una fase in cui anche nel nord Italia iniziavano a circolare le prime terrecotte invetriate. Ne è un esempio l'attività di Galeotto Pavesi che nella vicina Parma nel 1463 realizzava un'ancona con diverse figure invetriate",La terracotta è in stato frammentario e ha perduto larga parte dell'invetriatura,,,"M4, 29"
62,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),statua,elemento d'insieme,rilievo,San Bernardino da Siena,,terracotta modellata,,"La terracotta raffigura un Santo in saio francescano, con cordone al fianco e lembo del medesimo cadente sulla gamba sinistra sporta in fuori; dal fianco destro pende da una cordicella un piccolo astuccio. La mano sinistra sotto il fianco regge un libro, mentre la destra si presenta ora a pugno chiuso ma doveva trattenere un attributo. Potrebbe trattarsi di un San Bernardino",cm 150x25,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1470,1480,"Questa terracotta donata al museo da don Luigi Merisio è stata riferita da Alfredo Puerari a Giovanni da Roma e Rinaldo de Staulis, e ricollegata all'erezione della Cappella di San Bernardino nella chiesa di San Francesco a Cremona nel 1452. Come hanno però notato Marco Tanzi e Aldo Galli la figura deve essere più tarda poiché mostra una accentuazione espressiva che scivola verso il grottesco che in Lombardia si ritrova solo a partire dagli anni Sessanta del XV secolo. A parere di Marco Scansani potrebbe appartenere al corpus di un anonimo artista lombardo attivo nell'ultimo quarto del Quattrocento.",La terracotta ha perduto la cromia ed è mutila in più punti,,Due figure di Santi donate da don Luigi Merisio,"M4, 30; AM2, 47; M1 127 nota 35"
63,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),Giovanni da Roma; Rinaldo de Staulis,4; 3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M4),statua,elemento d'insieme,rilievo,San Pietro Martire?,,terracotta modellata,,La terracotta raffigura un santo con cappa aperta davanti e in parte riavvolta sotto il braccio sinistro. Si presenta con la mano destra alzata benedicente e l'altra reggente un libro e portata al petto: tra la fronte e il cranio si vede un frammento di forma oblunga forse identificabile con la lama di un coltello che potrebbe fare identificare la figura con un San Pietro Martire,cm 150x25,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1470,1480,"Questa terracotta donata al museo da don Luigi Merisio è stata riferita da Alfredo Puerari a Giovanni da Roma e Rinaldo de Staulis, e ricollegata all'erezione della Cappella di San Bernardino nella chiesa di San Francesco a Cremona nel 1452. Come hanno però notato Marco Tanzi e Aldo Galli la figura deve essere più tarda poiché mostra una accentuazione espressiva che scivola verso il grottesco che in Lombardia si ritrova solo a partire dagli anni Sessanta del XV secolo. A parere di Marco Scansani potrebbe appartenere al corpus di un anonimo artista lombardo attivo nell'ultimo quarto del Quattrocento.",La terracotta ha perduto la cromia ed è mutila in più punti,,Due figure di Santi donate da don Luigi Merisio,"M4, 30; AM2, 47; M1 127 nota 35"
64,Giovanni Antonio Amadeo,http://vocab.getty.edu/page/ulan/500018162,,"Scuola italiana, scuola lombarda",Bibliografia (M4),,,,,,rilievo,elemento d'insieme,rilievo,Madonna col Bambino,,terracotta modellata,policroma,"La terracotta mostra un tondo con il bordo intrecciato in cui è inscritta una Madonna a mezza figura, affiancata da due cherubini riccioluti, che tiene in braccio il Bambino portandolo verso il suo viso",da verificare,CR,Castelleone,https://www.geonames.org/3179636/castelleone.html,Chiesa di Santa Maria in Bressanoro,,,,,,,,,,1460,1470,Questa terracotta è stata riferita da Aldo Galli alla giovinezza di Giovanni Antonio Amadeo,È andato perduto il braccio sinistro del Bambino e larga parte della cromia,,Decorazioni architettoniche di Santa Maria in Bressanoro,"AM6, 135"
65,Francesco Solari,8,Bottega,"Scuola italiana, scuola lombarda",,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M9),formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,La formella raffigura un angelo ricciuto con le ali spiegate e le mani incrociate sul petto. La figura è ritratta fino all'altezza delle ginocchia,da verificare,CR,Castelleone,https://www.geonames.org/3179636/castelleone.html,Chiesa di Santa Maria in Bressanoro,,,,,,,,,,1460,1469,"Si tratta di una formella replicata in serie lungo tutta fascia mediana interna del Santuario (un esemplare è conservato anche presso il Palazzo Comunale di Castelleone). Licia Carubelli ha considerato questa decorazione conforme alle altre presenti nello stesso cantiere e riferibili a Rinaldo de Staulis. L'angelo è però identico ai due cherubini che affiancano la Madonna col Bambino sulla sommità dell'arco trionfale riferibile al giovanissimo Amadeo, ancora impegnato nella bottega dei Solari. La resa rigida e semplificata del modellato spinge a riferire la matrice di questi rilievi a un meno dotato plasticatore attivo nella bottega di origine caronese ",,,Decorazioni architettoniche di Santa Maria in Bressanoro,"M9, 9; AM7, 362"
